Model,Target,Sources,N_sources,p,Feasible,SNPs_used,Levant_prop,Levant_se,Anatolia_prop,Anatolia_se,Iran_prop,Iran_se,Outgroup_set,Mesopotamia_prop,Mesopotamia_se,ZagrosMeso_prop,ZagrosMeso_se,Significant_props
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Meso_PPNA_out4,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.997576708614001,True,156921,0.2439424886409573,0.1952833120849044,0.447158116824583,0.09508079986127876,,,out4,0.3088993945344598,0.1429593122666075,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Meso_IraqMerged_out4,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9959821229216718,True,167050,0.2675552184745135,0.1866885494501326,0.4472403054356609,0.0947965037810242,,,out4,0.2852044760898256,0.133813902881503,,,True
3way_Levant_JordanMerged_Anatolia_Catalhoyuk_Meso_IraqMerged_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.994559596497108,True,172344,0.4032292199118603,0.05420034015514577,0.3665101838877442,0.07587908767616919,,,out5,0.2302605962003956,0.05319550341398404,,,True
3way_Levant_JordanMerged_Anatolia_Catalhoyuk_Meso_PPNA_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9944909856470983,True,164918,0.417639123719668,0.05031779682638074,0.3295117806583205,0.07063820796729715,,,out2,0.2528490956220115,0.05156537247602595,,,True
3way_Levant_Israel_Anatolia_Catalhoyuk_Meso_PPNA_out4,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9933348053199715,True,221731,0.2358120701159474,0.1420925785995651,0.4430540301639425,0.1057815380493201,,,out4,0.3211338997201101,0.09289087001103262,,,True
3way_Levant_Israel_Anatolia_Catalhoyuk_Meso_PPNA_out3,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9906867663760038,True,225247,0.2408495622263322,0.1308191814537419,0.4152315980008706,0.08901169055977144,,,out3,0.3439188397727972,0.08994270768454705,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Meso_PPNA_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9896004517232726,True,127292,0.3611817563586043,0.05195131284770504,0.3876202705936811,0.07835296609646414,,,out2,0.2511979730477145,0.0668878687626291,,,True
3way_Levant_Israel_Anatolia_Catalhoyuk_Meso_IraqMerged_out4,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9886976490403779,True,235212,0.2568778400232568,0.1425337820549396,0.4373051861194897,0.102060765230555,,,out4,0.3058169738572535,0.0943218303994999,,,True
3way_Levant_Jordan_Anatolia_Barcin_Meso_Mardin_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.988633096175309,True,296463,0.3318769320781374,0.05887415032744689,0.2728385573072776,0.05403921147356729,,,out2,0.395284510614585,0.0612630917724834,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Meso_IraqMerged_out3,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9840200895335244,True,169770,0.3593963901237981,0.1603943116364811,0.3929599146720103,0.0794622857116747,,,out3,0.2476436952041917,0.1218450869674581,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Meso_PPNA_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9838154248740072,True,125282,0.3447502490167275,0.05388799078020654,0.4192846738407734,0.08688027854757906,,,out5,0.2359650771424992,0.07393554800875239,,,True
3way_Levant_Jordan_Anatolia_Barcin_Meso_Mardin_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9812509656908945,True,292086,0.3391943442301979,0.05792521780739524,0.2719395695561545,0.0526681295430864,,,out5,0.3888660862136477,0.06147563636971587,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Meso_IraqMerged_out5,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9768270994301833,True,133385,0.3462391126220831,0.05439947007200648,0.4155537242055318,0.0837964820175549,,,out5,0.2382071631723853,0.06801394070217308,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_TepeAbdul_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9762372786869121,True,255935,0.4068472340835618,0.05001958101226146,0.4816573395050041,0.05641340475927523,0.1114954264114342,0.03009414198000663,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_Tepe_Shanidar_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.9742635217731545,True,256566,0.4046463354136147,0.05025293106283517,0.4817287239684635,0.05669227207311784,,,out5,,,0.1136249406179218,0.03028280275001515,True
3way_Levant_JordanMerged_Anatolia_Barcin_Meso_Mardin_out2,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9741590557710093,True,371473,0.2501968086830607,0.0554867482774724,0.3573940326191943,0.04866074221654047,,,out2,0.3924091586977451,0.06577588724651365,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_Tepe_Wezmeh_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9733698947910088,True,267574,0.4082698270805497,0.04938370765115762,0.4787281939535434,0.05532126681854653,0.1130019789659069,0.02979643294653543,out5,,,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_GanjDareh_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9718738192254948,True,267183,0.4097826493784994,0.04929899715879874,0.4731875367372022,0.05729639717104536,0.1170298138842986,0.03196798861247725,out5,,,,,True
3way_Levant_Israel_Anatolia_Catalhoyuk_Meso_IraqMerged_out3,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9712502037351728,True,238947,0.2843898687063711,0.1260330875564722,0.3949696939543579,0.08392531488394647,,,out3,0.3206404373392709,0.0891843934532147,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_ZagrosMeso_GanjDareh_Shanidar_out5,Israel_C.AG,Levant + Anatolia + ZagrosMeso,3,0.9710568014352551,True,267203,0.4096697381352742,0.04925402299399637,0.472468927352416,0.05726146054512,,,out5,,,0.1178613345123097,0.03207027683874009,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_GanjDareh_Tepe_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9707974691208392,True,268174,0.4098171934368669,0.04884693241046555,0.474070363712259,0.05592284311393941,0.1161124428508741,0.03052848326635024,out5,,,,,True
3way_Levant_JordanMerged_Anatolia_Catalhoyuk_Meso_PPNA_out3,Israel_C.AG,Levant + Anatolia + Mesopotamia,3,0.9698751614798224,True,211678,0.3975529174520018,0.1806856466436138,0.3500923378739919,0.1094703541388505,,,out3,0.2523547446740064,0.09995365635955726,,,True
3way_Levant_JordanBaja_Anatolia_Catalhoyuk_Iran_ZagrosMerged_out5,Israel_C.AG,Levant + Anatolia + Iran,3,0.9695290835570053,True,268425,0.4097793930431534,0.04899207977281392,0.4737758398186475,0.05587833852536474,0.1164447671381991,0.03055148256130459,out5,,,,,True
